N.ordine;Larghezza (w);Altezza (h);PESO (p);due date;retinatura r;Spessore;Nome ordine;;
907;19;17;0.75;6;6.94444E-05;2.84;damiano sacc grande;;
908;24;60;0.75;6;6.94444E-05;2.84;damiano carta;;
909;23;60;0.75;6;5.55556E-05;2.84;meat temptation;;
910;26;65;0.75;6;6.94444E-05;2.84;market liv e dn;;
911;9;29;0.75;6;5.55556E-05;2.84;superconvenienza;;
912;15;29;0.75;6;6.94444E-05;2.84;superconvenienza;;
913;19;29;0.75;6;5.55556E-05;2.84;superconvenienza;;
914;18;17;0.75;6;2.77778E-05;2.84;tri;;
915;18;17;0.75;6;5.55556E-05;2.84;tri;;
916;25;102;0.75;6;8.33333E-05;2.84;golino carta;;
917;25;102;0.75;6;5.55556E-05;2.84;golino carta;;
918;24;32;0.75;6;8.33333E-05;2.84;la golosa fronte;;
919;15;32;0.75;6;6.94444E-05;2.84;la golosa fronte;;
920;15;32;0.75;6;6.94444E-05;2.84;la golosa fronte;;
921;24;27;0.75;6;6.94444E-05;2.84;la golosa fronte;;
922;24;27;0.75;6;3.88889E-05;2.84;la golosa fronte;;
923;6;27;0.75;6;8.33333E-05;2.84;la golosa fronte;;
924;14;32;0.75;6;8.33333E-05;2.84;la golosa retro;;
925;36;28;0.75;6;8.33333E-05;2.84;la golosa retro;;
926;25;37;0.75;6;8.33333E-05;2.84;schiavone;;
927;48;78;1;6;8.33333E-05;1.7;rojto 3oz;;
928;41;68;1;6;8.33333E-05;1.7;caffe cappuccino 9oz;;
929;41;68;1;6;8.33333E-05;1.7;caffe cappuccino 9oz;;
930;41;68;1;6;6.94444E-05;1.7;caffe cappuccino 9oz;;
931;48;78;1;6;6.94444E-05;1.7;caffe cappuccino 3oz;;
932;48;78;1;6;6.94444E-05;1.7;caffe cappuccino 3oz;;
933;48;78;1;6;3.88889E-05;1.7;caffe cappuccino 3oz;;
934;48;78;1;6;8.33333E-05;1.7;caffe cappuccino 3oz;;
935;41;68;1;6;6.94444E-05;1.7;di giampaolo 9oz;;
936;41;68;1;6;6.94444E-05;1.7;di giampaolo 9oz;;
937;41;68;1;6;6.94444E-05;1.7;di giampaolo 9oz;;
938;48;78;1;6;6.94444E-05;1.7;di giampaolo 3oz;;
939;48;78;1;6;5.55556E-05;1.7;di giampaolo 3oz;;
940;48;78;1;6;3.88889E-05;1.7;di giampaolo 3oz;;
941;30;25;1;6;8.33333E-05;1.7;kowax;;
;;;;;8.33333E-05;;;;
;;;;;5.55556E-05;;;;
;;;;;5.55556E-05;;;;
;;;;;5.55556E-05;;;;
;;;;;6.94444E-05;;;;
;;;;;6.94444E-05;;;;
;;;;;5.55556E-05;;;;
;;;;;5.55556E-05;;;;
;;;;;5.55556E-05;;;;
;;;;;8.33333E-05;;;;
